Actual,Predicted
0.0,0.038945004
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.041566353
0.0,0.041598804
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
1.0,0.5197393
0.0,0.013877745
1.0,0.5844399
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.012082405
0.0,0.013877745
0.0,0.012687125
0.0,0.012384174
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.050853226
0.0,0.013877745
0.0,0.4262228
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
1.0,0.7565466
0.0,0.013877745
0.0,0.66022784
0.0,0.013877745
0.0,0.013877745
1.0,0.4740374
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.03624304
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013528143
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.84453875
0.0,0.013877745
0.0,0.059380006
0.0,0.013877745
0.0,0.013877745
0.0,0.101456895
0.0,0.013877745
0.0,0.013877745
0.0,0.013756396
0.0,0.013877745
0.0,0.054945298
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.04074521
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
1.0,0.896768
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.054969158
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.023459245
0.0,0.49483457
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.110116825
0.0,0.013877745
0.0,0.013877745
0.0,0.0316231
0.0,0.013877745
0.0,0.053895168
0.0,0.013877745
0.0,0.013877745
0.0,0.035817437
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013860132
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.068579935
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.084152676
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
0.0,0.013877745
1.0,0.6096364
0.0,0.013877745
0.0,0.013877745
